"hcpcs_code","hcpcs_description","ccs_code","ccs_desc"
"77055","Mammography of one breast",182,"Mammography"
"77056","Mammography of both breasts",182,"Mammography"
"77057","Screening mammography of both breasts",182,"Mammography"
"77058","MRI scan of one breast with contrast",198,"Magnetic resonance imaging"
"77059","MRI scan of both breasts with contrast",198,"Magnetic resonance imaging"
"77071","Imaging of joint with stressing by physician",226,"Other diagnostic radiology and related techniques"
"77072","Imaging for bone age assessment",226,"Other diagnostic radiology and related techniques"
"77073","Imaging for bone length assessment",226,"Other diagnostic radiology and related techniques"
"77074","X-ray of bones",226,"Other diagnostic radiology and related techniques"
"77075","X-ray survey of forearm or wrist bone density",226,"Other diagnostic radiology and related techniques"
"77077","Imaging of 2 or more joints, single view",226,"Other diagnostic radiology and related techniques"
"77078","CT scan bone mineral density study 1 or more sites",180,"Other CT scan"
"77080","Bone density measurement spine or hips using dedicated X-ray machine",226,"Other diagnostic radiology and related techniques"
"77081","Bone density measurement forearm/ wrist using dedicated X-ray machine",226,"Other diagnostic radiology and related techniques"
"77082","Spine scanning X-ray done with bone density measurement for spine compression",226,"Other diagnostic radiology and related techniques"
"77084","MRI scan of bone marrow",198,"Magnetic resonance imaging"
"77261","Management of radiation therapy, simple",211,"Therapeutic radiology"
"77262","Management of radiation therapy, intermediate",211,"Therapeutic radiology"
"77263","Management of radiation therapy, complex",211,"Therapeutic radiology"
"77280","Management of radiation therapy simulation, simple",211,"Therapeutic radiology"
"77285","Management of radiation therapy, simulation, intermediate",211,"Therapeutic radiology"
"77290","Management of radiation therapy, simulation, complex",211,"Therapeutic radiology"
"77295","Management of radiation therapy, 3D",211,"Therapeutic radiology"
"77300","Calculation of radiation therapy dose",211,"Therapeutic radiology"
"77301","Management of modulation radiotherapy planning",211,"Therapeutic radiology"
"77305","Isodose radiation therapy plan, 1 or more ports, single area",211,"Therapeutic radiology"
"77310","Isodose radiation therapy plan, 3 or more ports, single area",211,"Therapeutic radiology"
"77315","Isodose radiation therapy plan, complex",211,"Therapeutic radiology"
"77321","Radiation therapy total body port plan",211,"Therapeutic radiology"
"77326","Brachytherapy radiation therapy plan (1 to 4 applications, 9 to 12 brachytherapy sources)",211,"Therapeutic radiology"
"77327","Brachytherapy radiation therapy plan (5 to 10 applications, 9 to 12 brachytherapy sources)",211,"Therapeutic radiology"
"77328","Brachytherapy radiation therapy plan (over 10 applications, over 12 brachytherapy sources)",211,"Therapeutic radiology"
"77331","Special radiation therapy planning",211,"Therapeutic radiology"
"77332","Radiation treatment devices, design and construction, simple",211,"Therapeutic radiology"
"77333","Radiation treatment devices, design and construction, intermediate",211,"Therapeutic radiology"
"77334","Radiation treatment devices, design and construction, complex",211,"Therapeutic radiology"
"77336","Radiation therapy consultation",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"77338","Design and construction of device for radiation therapy",211,"Therapeutic radiology"
"77370","Radiation therapy consultation",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"77371","Radiation therapy delivery, stereotactic radiosurgery (SRS)",211,"Therapeutic radiology"
"77372","Radiation therapy delivery, stereotactic radiosurgery (SRS)",211,"Therapeutic radiology"
"77373","Stereotactic body radiation therapy 1 or more lesions using imaging guidance",211,"Therapeutic radiology"
"77399","Management of radiation therapy",211,"Therapeutic radiology"
"77401","Radiation treatment delivery, superficial",211,"Therapeutic radiology"
"77402","Radiation treatment delivery, single treatment area",211,"Therapeutic radiology"
"77403","Radiation treatment delivery, single treatment area",211,"Therapeutic radiology"
"77404","Radiation treatment delivery, single treatment area",211,"Therapeutic radiology"
"77407","Radiation treatment delivery, two treatment areas, 3 or more ports",211,"Therapeutic radiology"
"77408","Radiation treatment delivery, two treatment areas, 3 or more ports",211,"Therapeutic radiology"
"77409","Radiation treatment delivery, two treatment areas, 3 or more ports",211,"Therapeutic radiology"
"77412","Radiation treatment delivery, three or more treatment areas",211,"Therapeutic radiology"
"77413","Radiation treatment delivery, three or more treatment areas",211,"Therapeutic radiology"
"77414","Radiation treatment delivery, three or more treatment areas",211,"Therapeutic radiology"
"77416","Radiation treatment delivery, three or more treatment areas",211,"Therapeutic radiology"
"77417","Therapeutic radiology port films",211,"Therapeutic radiology"
"77418","Intensity modulated radiation treatment delivery",211,"Therapeutic radiology"
"77421","X-ray guidance for radiation therapy delivery",211,"Therapeutic radiology"
"77427","Radiation treatment management, 5 treatments",211,"Therapeutic radiology"
"77431","Radiation treatment management, 1 or 2 treatments",211,"Therapeutic radiology"
"77432","Stereotactic radiation treatment management of brain lesions",211,"Therapeutic radiology"
"77435","Stereotactic radiation treatment management of 1 or more lesions using imaging guidance",211,"Therapeutic radiology"
"77469","Intraoperative radiation treatment management",211,"Therapeutic radiology"
"77470","Special radiation treatment procedure",211,"Therapeutic radiology"
"77499","Management of radiation therapy",211,"Therapeutic radiology"
"77520","Proton treatment delivery, simple",211,"Therapeutic radiology"
"77522","Proton treatment delivery, simple with compensation",211,"Therapeutic radiology"
"77523","Proton treatment delivery, intermediate",211,"Therapeutic radiology"
"77525","Proton treatment delivery, complex",211,"Therapeutic radiology"
"77600","External hyperthermia treatment depth 4 cm or less",211,"Therapeutic radiology"
"77750","Infusion or instillation of radioelement solution",211,"Therapeutic radiology"
"77761","Application of organ cavity radiation source, simple",211,"Therapeutic radiology"
"77763","Application of organ cavity radiation source, complex",211,"Therapeutic radiology"
"77778","Application of radiation source, complex",211,"Therapeutic radiology"
"77785","High dose brachytherapy delivery, 1 channel",211,"Therapeutic radiology"
"77786","High dose brachytherapy delivery, 2-12 channels",211,"Therapeutic radiology"
"77787","High dose brachytherapy delivery, over 12 channels",211,"Therapeutic radiology"
"77789","Surface application of radiation",211,"Therapeutic radiology"
"77790","Supervision, handling, loading of radiation",211,"Therapeutic radiology"
"77799","Administration of radiation therapy",211,"Therapeutic radiology"
"78000","Nuclear medicine study of thyroid single determination",209,"Radioisotope scan and function studies"
"78001","Nuclear medicine study of thyroid multiple determinations",209,"Radioisotope scan and function studies"
"78006","Nuclear medicine imaging of thyroid single determination",209,"Radioisotope scan and function studies"
"78007","Nuclear medicine imaging of thyroid multiple determinations",209,"Radioisotope scan and function studies"
"78010","Nuclear medicine imaging of thyroid",209,"Radioisotope scan and function studies"
"78011","Nuclear medicine imaging of thyroid and blood flow",209,"Radioisotope scan and function studies"
"78015","Nuclear medicine limited study for thyroid cancer",209,"Radioisotope scan and function studies"
"78018","Nuclear medicine whole body study for thyroid cancer",209,"Radioisotope scan and function studies"
"78020","Nuclear medicine study for thyroid cancer",209,"Radioisotope scan and function studies"
"78070","Imaging of parathyroid",209,"Radioisotope scan and function studies"
"78102","Imaging of bone marrow limited area",207,"Radioisotope bone scan"
"78103","Imaging of bone marrow multiple areas",207,"Radioisotope bone scan"
"78104","Imaging of bone marrow whole body",207,"Radioisotope bone scan"
"78122","Nuclear medicine study of blood",210,"Other radioisotope scan"
"78195","Imaging of lymphatic tissue and lymph node",209,"Radioisotope scan and function studies"
"78201","Imaging of liver",210,"Other radioisotope scan"
"78202","Imaging of liver blood flow",209,"Radioisotope scan and function studies"
"78205","Nuclear medicine study of liver",210,"Other radioisotope scan"
"78206","Nuclear medicine study of liver with blood flow",209,"Radioisotope scan and function studies"
"78215","Imaging of liver and spleen",210,"Other radioisotope scan"
"78216","Imaging of liver and spleen with blood flow",209,"Radioisotope scan and function studies"
"78226","Imaging of liver and bile duct system",209,"Radioisotope scan and function studies"
"78227","Imaging of liver and bile duct system with use of drugs",209,"Radioisotope scan and function studies"
"78230","Imaging of salivary gland",210,"Other radioisotope scan"
"78258","Imaging of Esophagus using radioisotopes",209,"Radioisotope scan and function studies"
"78262","Stomach and esophagus regurgitation study",209,"Radioisotope scan and function studies"
"78264","Stomach emptying study",209,"Radioisotope scan and function studies"
"78267","Nuclear medicine study of digestive tract",209,"Radioisotope scan and function studies"
"78268","Nuclear medicine study of digestive tract",209,"Radioisotope scan and function studies"
"78278","Acute digestive tract blood loss imaging",210,"Other radioisotope scan"
"78300","Bone and joint imaging",207,"Radioisotope bone scan"
"78305","Bone and joint imaging, multiple areas",207,"Radioisotope bone scan"
"78306","Bone and joint imaging, whole body",207,"Radioisotope bone scan"
"78315","Bone and joint imaging, 3 phase study",207,"Radioisotope bone scan"
"78320","Nuclear medicine study of bone and/or joint",207,"Radioisotope bone scan"
"78414","Non-imaging determination of cardiovascular function",209,"Radioisotope scan and function studies"
"78428","Cardiac shunt detection",209,"Radioisotope scan and function studies"
"78445","Non-cardiac vascular flow imaging",210,"Other radioisotope scan"
"78451","Nuclear medicine study of vessels of heart using drugs or exercise single study",209,"Radioisotope scan and function studies"
"78452","Nuclear medicine study of vessels of heart using drugs or exercise multiple studies",209,"Radioisotope scan and function studies"
"78453","Nuclear medicine single study of vessels of heart using drugs or exercise",209,"Radioisotope scan and function studies"
"78454","Nuclear medicine multiple studies of vessels of heart at rest, using drugs, or exercise",209,"Radioisotope scan and function studies"
"78457","Venography for blood clot in vein, one leg or arm",210,"Other radioisotope scan"
"78458","Venography for blood clot in veins, both legs or arms",210,"Other radioisotope scan"
"78459","Nuclear medicine study heart muscle with metabolic evaluation",210,"Other radioisotope scan"
"78466","Nuclear medicine study of heart muscle following heart attack",210,"Other radioisotope scan"
"78468","Nuclear medicine study of heart muscle following heart attack with evaluation of blood ejection from heart",209,"Radioisotope scan and function studies"
"78469","Nuclear medicine study of heart muscle following heart attach",209,"Radioisotope scan and function studies"
"78472","Nuclear medicine study of heart wall motion at rest or stress with evaluation of blood ejection from heart, single study",209,"Radioisotope scan and function studies"
"78473","Nuclear medicine study of heart function wall motion at rest and stress with evaluation of blood ejection from heart, multiple studies",209,"Radioisotope scan and function studies"
"78481","Nuclear medicine study of heart wall motion at rest or stress with evaluation of blood ejection from heart, single study",209,"Radioisotope scan and function studies"
"78483","Nuclear medicine study of heart wall motion at rest and stress with evaluation of blood ejection from heart, multiple studies",209,"Radioisotope scan and function studies"
"78491","Nuclear medicine study heart muscle at rest or stress single study",210,"Other radioisotope scan"
"78492","Nuclear medicine study heart muscle at rest and/or stress multiple studies",209,"Radioisotope scan and function studies"
"78494","Nuclear medicine study of heart wall motion at rest with evaluation of blood ejection from heart",209,"Radioisotope scan and function studies"
"78496","Nuclear medicine study of heart function at rest or stress with evaluation of blood ejection from heart",209,"Radioisotope scan and function studies"
"78579","Nuclear medicine study of lung ventilation",208,"Radioisotope pulmonary scan"
"78580","Nuclear medicine study of blood circulation in the lungs",208,"Radioisotope pulmonary scan"
"78582","Nuclear medicine study of lung ventilation and blood circulation in the lungs",208,"Radioisotope pulmonary scan"
"78597","Nuclear medicine study with measurement of blood circulation in the lungs",208,"Radioisotope pulmonary scan"
"78598","Nuclear medicine study with measurement of blood circulation in the lungs and ventilation",208,"Radioisotope pulmonary scan"
"78599","Nuclear medicine study of respiratory systems",208,"Radioisotope pulmonary scan"
"78601","Imaging of brain with blood flow, less than 4 static views",209,"Radioisotope scan and function studies"
"78607","Nuclear medicine study of brain",210,"Other radioisotope scan"
"78608","Nuclear medicine study brain with metabolic evaluation",209,"Radioisotope scan and function studies"
"78610","Imaging of brain, blood flow only",209,"Radioisotope scan and function studies"
"78630","Imaging of brain and spinal cord fluid flow at base of brain",209,"Radioisotope scan and function studies"
"78645","Imaging of brain and spinal cord fluid flow shunt evaluation",209,"Radioisotope scan and function studies"
"78647","Nuclear medicine study of brain and spinal cord fluid flow",209,"Radioisotope scan and function studies"
"78660","Nuclear medicine study of tear drainage structure of eye",209,"Radioisotope scan and function studies"
"78700","Imaging of kidney",209,"Radioisotope scan and function studies"
"78701","Nuclear medicine study of kidney with assessment of blood flow",209,"Radioisotope scan and function studies"
"78707","Nuclear medicine study of kidney with assessment of blood flow and function",209,"Radioisotope scan and function studies"
"78708","Nuclear medicine study of kidney with assessment of blood flow and function",209,"Radioisotope scan and function studies"
"78709","Nuclear medicine study of kidney with assessment of blood flow and function",209,"Radioisotope scan and function studies"
"78710","Nuclear medicine study of kidney",209,"Radioisotope scan and function studies"
"78725","Nuclear medicine kidney function study",209,"Radioisotope scan and function studies"
"78730","Nuclear medicine study of remaining urine in bladder",209,"Radioisotope scan and function studies"
"78740","Nuclear medicine backwash of urine into kidney",209,"Radioisotope scan and function studies"
"78800","Nuclear medicine study of radioactive material distribution at tumor location",209,"Radioisotope scan and function studies"
"78801","Nuclear medicine study of radioactive material distribution at multiple tumor locations",209,"Radioisotope scan and function studies"
"78802","Nuclear medicine study of radioactive material distribution at tumor locations in whole body",209,"Radioisotope scan and function studies"
"78803","Nuclear medicine study of radioactive material distribution",209,"Radioisotope scan and function studies"
"78804","Nuclear medicine study of radioactive material distribution of whole body, requiring 2 or more days imaging",209,"Radioisotope scan and function studies"
"78805","Nuclear medicine study of radioactive material distribution at site of inflammation",209,"Radioisotope scan and function studies"
"78806","Nuclear medicine study of radioactive material distribution at sites of inflammation in whole body",209,"Radioisotope scan and function studies"
"78807","Nuclear medicine study of radioactive material distribution at site of inflammation",209,"Radioisotope scan and function studies"
"78808","Injection through vein of radioactive contrast material for gamma probe non-imaging during surgery of neck, thyroid, or lymph",209,"Radioisotope scan and function studies"
"78811","Nuclear medicine study limited area",209,"Radioisotope scan and function studies"
"78812","Nuclear medicine imaging from skull base to mid-thigh",209,"Radioisotope scan and function studies"
"78813","Nuclear medicine imaging whole body",209,"Radioisotope scan and function studies"
"78814","Nuclear medicine study with CT imaging",209,"Radioisotope scan and function studies"
"78815","Nuclear medicine study with CT imaging skull base to mid-thigh",209,"Radioisotope scan and function studies"
"78816","Nuclear medicine study with CT imaging whole body",209,"Radioisotope scan and function studies"
"78999","Diagnostic nuclear medicine procedures",209,"Radioisotope scan and function studies"
"79005","Oral administration of radioactive material therapy agent",12,"Other therapeutic endocrine procedures"
"79101","Radioactive material therapy into vein",211,"Therapeutic radiology"
"79403","Radioactive material therapy into vein",211,"Therapeutic radiology"
"79445","Radioactive material therapy into artery",163,"Other non-OR therapeutic procedures on musculoskeletal system"
"79999","Radioactive material therapy procedures (additional information necessary",237,"Ancillary Services"
"80047","Blood test, basic group of blood chemicals",233,"Laboratory - Chemistry and Hematology"
"80048","Blood test, basic group of blood chemicals",233,"Laboratory - Chemistry and Hematology"
"80050","General health panel",233,"Laboratory - Chemistry and Hematology"
"80051","Blood test panel for electrolytes (sodium potassium, chloride, carbon dioxide)",233,"Laboratory - Chemistry and Hematology"
"80053","Blood test, comprehensive group of blood chemicals",233,"Laboratory - Chemistry and Hematology"
"80061","Blood test, lipids (cholesterol and triglycerides)",235,"Other Laboratory"
"80069","Kidney function blood test panel",233,"Laboratory - Chemistry and Hematology"
"80074","Acute hepatitis panel",235,"Other Laboratory"
"80076","Liver function blood test panel",235,"Other Laboratory"
"80102","Drug confirmation test",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"80150","Amikacin (antibiotic) level",235,"Other Laboratory"
"80152","Amitriptyline (antidepressant) level",235,"Other Laboratory"
"80154","Benzodiazepines level",235,"Other Laboratory"
"80156","Carbamazepine level",235,"Other Laboratory"
"80157","Carbamazepine level",235,"Other Laboratory"
"80158","Cyclosporine level",235,"Other Laboratory"
"80160","Desipramine level",235,"Other Laboratory"
"80162","Digoxin level",235,"Other Laboratory"
"80164","Dipropylacetic acid (valproic acid) level",235,"Other Laboratory"
"80166","Doxepin level",235,"Other Laboratory"
"80168","Ethosuximide level",235,"Other Laboratory"
"80170","Gentamicin (antibiotic) level",235,"Other Laboratory"
"80173","Haloperidol level",235,"Other Laboratory"
"80174","Imipramine level",235,"Other Laboratory"
"80176","Lidocaine level",235,"Other Laboratory"
"80178","Lithium level",235,"Other Laboratory"
"80182","Nortriptyline level",235,"Other Laboratory"
"80184","Phenobarbital level",235,"Other Laboratory"
"80185","Phenytoin level",235,"Other Laboratory"
"80186","Phenytoin level",235,"Other Laboratory"
"80188","Primidone level",235,"Other Laboratory"
"80194","Quinidine level",235,"Other Laboratory"
"80195","Sirolimus level",235,"Other Laboratory"
"80196","Salicylate (aspirin) level",235,"Other Laboratory"
"80197","Tacrolimus level",235,"Other Laboratory"
"80198","Theophylline level",235,"Other Laboratory"
"80200","Tobramycin (antibiotic) level",235,"Other Laboratory"
"80201","Topiramate level",235,"Other Laboratory"
"80202","Vancomycin (antibiotic) level",235,"Other Laboratory"
"80299","Quantitation of drug",235,"Other Laboratory"
"80400","Hormonal panel for adrenal gland assessment (adrenal gland insufficiency)",235,"Other Laboratory"
"80408","Aldosterone suppression evaluation panel",235,"Other Laboratory"
"80410","Calcitonin stimulation panel",235,"Other Laboratory"
"80415","Reproductive hormone panel (estradiol)",235,"Other Laboratory"
"80418","Anterior pituitary gland evaluation panel",235,"Other Laboratory"
"80424","Glucagon (hormone) tolerance panel to evaluate for pheochromocytoma (adrenal gland tumor)",235,"Other Laboratory"
"80426","Gonadotropin releasing hormone (reproductive hormone) panel",235,"Other Laboratory"
"80428","Growth hormone stimulation panel",235,"Other Laboratory"
"80432","Insulin-induced C-peptide (protein) suppression panel",235,"Other Laboratory"
"80434","Insulin tolerance panel for ACTH (adrenal gland hormone) insufficiency",235,"Other Laboratory"
"80438","Thyrotropin releasing hormone (TRH) (hypothalamus hormone) stimulation panel",235,"Other Laboratory"
"80500","Clinical pathology consultation",234,"Pathology"
"80502","Comprehensive, clinical pathology consultation",234,"Pathology"
"81000","Manual urinalysis test with examination using microscope",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"81001","Manual urinalysis test with examination using microscope",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"81002","Urinalysis, manual test",200,"Nonoperative urinary system measurements"
"81003","Automated urinalysis test",200,"Nonoperative urinary system measurements"
"81005","Analysis of urine",200,"Nonoperative urinary system measurements"
"81007","Urinalysis for bacteria",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"81015","Urinalysis using microscope",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"81020","Urinalysis, 2 or 3 glass test",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"81025","Urine pregnancy test",200,"Nonoperative urinary system measurements"
"81050","Urine volume measurement",200,"Nonoperative urinary system measurements"
"81099","Analysis of urine",200,"Nonoperative urinary system measurements"
"82003","Acetaminophen level",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"82009","Analysis for acetone or ketone bodies to screen for, detect or monitor diabetic disorder",233,"Laboratory - Chemistry and Hematology"
"82010","Acetone or ketone bodies level",233,"Laboratory - Chemistry and Hematology"
"82017","Chemical test for genetic disorder",233,"Laboratory - Chemistry and Hematology"
"82024","Adrenocorticotropic hormone (ACTH) level",233,"Laboratory - Chemistry and Hematology"
"82030","Adenosine, 5-monophosphate, cyclic (cyclic AMP) level",233,"Laboratory - Chemistry and Hematology"
"82040","Albumin (protein) level",233,"Laboratory - Chemistry and Hematology"
"82042","Urine albumin (protein) level",200,"Nonoperative urinary system measurements"
"82043","Urine microalbumin (protein) level",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"82044","Urine microalbumin (protein) analysis, (microalbumin)",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"82045","Albumin (protein) level related to restricted heart blood flow",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"82055","Alcohol (ethanol) level",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"82075","Breath alcohol level",233,"Laboratory - Chemistry and Hematology"
"82085","Aldolase (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82088","Aldosterone hormone level",233,"Laboratory - Chemistry and Hematology"
"82101","Urine alkaloids level",200,"Nonoperative urinary system measurements"
"82103","Alpha-1-antitrypsin (protein) blood test",233,"Laboratory - Chemistry and Hematology"
"82104","Alpha-1-antitrypsin (protein) blood test",233,"Laboratory - Chemistry and Hematology"
"82105","Alpha-fetoprotein (AFP) level, serum",233,"Laboratory - Chemistry and Hematology"
"82106","Alpha-fetoprotein (AFP) level, amniotic fluid",233,"Laboratory - Chemistry and Hematology"
"82107","Alpha-fetoprotein (AFP) analysis",233,"Laboratory - Chemistry and Hematology"
"82108","Aluminum level",233,"Laboratory - Chemistry and Hematology"
"82120","Vaginal fluid chemical analysis for bacteria",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"82127","Amino acid analysis",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"82131","Amino acid analysis",200,"Nonoperative urinary system measurements"
"82135","Aminolevulinic acid (protein) level",233,"Laboratory - Chemistry and Hematology"
"82136","Amino acid level, multiple amino acids",233,"Laboratory - Chemistry and Hematology"
"82139","Amino acid level, multiple amino acids",233,"Laboratory - Chemistry and Hematology"
"82140","Ammonia level",233,"Laboratory - Chemistry and Hematology"
"82145","Amphetamine or methamphetamine level",233,"Laboratory - Chemistry and Hematology"
"82150","Amylase (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82154","Androstanediol glucuronide (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82157","Androstenedione (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82160","Androsterone (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82164","Angiotensin l - converting enzyme (ACE) level",233,"Laboratory - Chemistry and Hematology"
"82172","Apolipoprotein level",233,"Laboratory - Chemistry and Hematology"
"82175","Arsenic level",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"82180","Ascorbic acid (Vitamin C) level, blood",233,"Laboratory - Chemistry and Hematology"
"82190","Measurement of substance using spectroscopy (light)",233,"Laboratory - Chemistry and Hematology"
"82205","Barbiturates level",235,"Other Laboratory"
"82232","Beta-2 microglobulin (protein) level",235,"Other Laboratory"
"82239","Bile acids level",233,"Laboratory - Chemistry and Hematology"
"82240","Bile acids level",233,"Laboratory - Chemistry and Hematology"
"82247","Bilirubin level",233,"Laboratory - Chemistry and Hematology"
"82248","Bilirubin level",233,"Laboratory - Chemistry and Hematology"
"82261","Biotinidase (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82270","Stool analysis for blood to screen for colon tumors",233,"Laboratory - Chemistry and Hematology"
"82271","Specimen analysis for blood",235,"Other Laboratory"
"82272","Stool analysis for blood",235,"Other Laboratory"
"82274","Stool analysis for blood",233,"Laboratory - Chemistry and Hematology"
"82300","Cadmium level",233,"Laboratory - Chemistry and Hematology"
"82306","Vitamin D-3 level",233,"Laboratory - Chemistry and Hematology"
"82308","Calcitonin (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82310","Calcium level",233,"Laboratory - Chemistry and Hematology"
"82330","Calcium level",233,"Laboratory - Chemistry and Hematology"
"82331","Calcium level",233,"Laboratory - Chemistry and Hematology"
"82340","Urine calcium level",233,"Laboratory - Chemistry and Hematology"
"82355","Analysis of stone",233,"Laboratory - Chemistry and Hematology"
"82360","Chemical analysis of stone",233,"Laboratory - Chemistry and Hematology"
"82365","Infrared analysis of stone",233,"Laboratory - Chemistry and Hematology"
"82370","X-ray analysis of stone",233,"Laboratory - Chemistry and Hematology"
"82373","Carbohydrate deficient transferrin (protein) level",233,"Laboratory - Chemistry and Hematology"
"82374","Carbon dioxide (bicarbonate) level",233,"Laboratory - Chemistry and Hematology"
"82375","Carboxyhemoglobin (protein) level",233,"Laboratory - Chemistry and Hematology"
"82376","Carboxyhemoglobin (protein) analysis",233,"Laboratory - Chemistry and Hematology"
"82378","Carcinoembryonic antigen (CEA) protein level",233,"Laboratory - Chemistry and Hematology"
"82379","Carnitine level",233,"Laboratory - Chemistry and Hematology"
"82380","Carotene level",233,"Laboratory - Chemistry and Hematology"
"82382","Catecholamines (organic nitrogen) urine level",233,"Laboratory - Chemistry and Hematology"
"82383","Catecholamines organic nitrogen blood level",233,"Laboratory - Chemistry and Hematology"
"82384","Catecholamines (organic nitrogen) level",233,"Laboratory - Chemistry and Hematology"
"82390","Ceruloplasmin (protein) level",233,"Laboratory - Chemistry and Hematology"
"82397","Analysis using chemiluminescent technique (light and chemical )reaction",233,"Laboratory - Chemistry and Hematology"
"82435","Blood chloride level",233,"Laboratory - Chemistry and Hematology"
"82436","Urine chloride level",233,"Laboratory - Chemistry and Hematology"
"82438","Chloride level",233,"Laboratory - Chemistry and Hematology"
"82441","Screening test for chlorinated hydrocarbons",233,"Laboratory - Chemistry and Hematology"
"82465","Cholesterol level",233,"Laboratory - Chemistry and Hematology"
"82480","Cholinesterase (enzyme) level, to test for exposure to chemical or liver disease",233,"Laboratory - Chemistry and Hematology"
"82482","Cholinesterase (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82486","Chemical analysis",233,"Laboratory - Chemistry and Hematology"
"82487","Chemical analysis",233,"Laboratory - Chemistry and Hematology"
"82489","Chemical analysis",233,"Laboratory - Chemistry and Hematology"
"82491","Chemical analysis",233,"Laboratory - Chemistry and Hematology"
"82492","Chemical analysis",233,"Laboratory - Chemistry and Hematology"
"82495","Chromium level to test for poisoning or deficiency",233,"Laboratory - Chemistry and Hematology"
"82507","Citrate level",233,"Laboratory - Chemistry and Hematology"
"82520","Cocaine (drug) level",233,"Laboratory - Chemistry and Hematology"
"82523","Collagen cross links test, (urine test to evaluate bone health)",233,"Laboratory - Chemistry and Hematology"
"82525","Copper level",233,"Laboratory - Chemistry and Hematology"
"82528","Corticosterone (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82530","Cortisol (hormone) measurement",233,"Laboratory - Chemistry and Hematology"
"82533","Cortisol (hormone) measurement",233,"Laboratory - Chemistry and Hematology"
"82540","Creatine measurement",233,"Laboratory - Chemistry and Hematology"
"82541","Chemical analysis using chromatography technique",233,"Laboratory - Chemistry and Hematology"
"82542","Chemical analysis using chromatography technique",233,"Laboratory - Chemistry and Hematology"
"82543","Chemical analysis using chromatography technique",233,"Laboratory - Chemistry and Hematology"
"82544","Chemical analysis using chromatography technique",233,"Laboratory - Chemistry and Hematology"
"82550","Creatine kinase (cardiac enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82552","Creatine kinase (cardiac enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82553","Creatine kinase (cardiac enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82565","Blood creatinine level",233,"Laboratory - Chemistry and Hematology"
"82570","Creatinine level to test for kidney function or muscle injury",233,"Laboratory - Chemistry and Hematology"
"82575","Creatinine clearance measurement to test for kidney function",233,"Laboratory - Chemistry and Hematology"
"82585","Cryofibrinogen (protein) level",233,"Laboratory - Chemistry and Hematology"
"82595","Cryoglobulin (protein) measurement",233,"Laboratory - Chemistry and Hematology"
"82607","Cyanocobalamin (vitamin B-12) level",233,"Laboratory - Chemistry and Hematology"
"82608","Cyanocobalamin (vitamin B-12) level",233,"Laboratory - Chemistry and Hematology"
"82610","Cystatin C (enzyme inhibitor) level",233,"Laboratory - Chemistry and Hematology"
"82615","Cystine and homocystine (amino acids) analysis",233,"Laboratory - Chemistry and Hematology"
"82626","Dehydroepiandrosterone (DHEA) hormone level",233,"Laboratory - Chemistry and Hematology"
"82627","Dehydroepiandrosterone (DHEA-S) hormone level",233,"Laboratory - Chemistry and Hematology"
"82634","Deoxycortisol, 11 (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82646","Dihydrocodeinone (drug) measurement",233,"Laboratory - Chemistry and Hematology"
"82649","Dihydromorphinone (drug) level",233,"Laboratory - Chemistry and Hematology"
"82651","Dihydrotestosterone (DHT) level",233,"Laboratory - Chemistry and Hematology"
"82652","Dihydroxyvitamin D, 1, 25 level",233,"Laboratory - Chemistry and Hematology"
"82656","Pancreatic elastase (enzyme) measurement",235,"Other Laboratory"
"82657","Enzyme activity measurement",233,"Laboratory - Chemistry and Hematology"
"82664","Electrophoresis, laboratory testing technique",233,"Laboratory - Chemistry and Hematology"
"82668","Erythropoietin (protein) level",233,"Laboratory - Chemistry and Hematology"
"82670","Estradiol (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82671","Estrogen analysis",233,"Laboratory - Chemistry and Hematology"
